"ad_date","source","campaign_name","audience_segment","total_spend","total_impressions","total_reach","total_clicks","total_leads","total_value","utm_campaign"
2021-06-27,facebook,Crazy discounts,Improvement,832,6086,15143,200,0,1174,
2021-06-27,facebook,Electronics,Narrow,4895,16395,9735,158,2,6999,discounts
2021-06-27,facebook,Lookalike,Broad,27542,96579,116223,1445,17,30481,you_might_like
2021-06-27,facebook,Lookalike,Broad new,3739,3997,6245,82,1,2933,you_might_like
2021-06-27,facebook,New items,Development,2009,11547,9048,63,2,2879,
2021-06-27,facebook,Promos,Parents,5632,24722,21818,57,4,8550,discounts
2021-06-27,facebook,Wholesale,Interests,8458,9484,4566,72,1,11220,
2021-06-27,facebook,Wholesale,Starting up,4,13,12,0,0,5,
2021-06-27,facebook,Wholesale,Wide,185,49,125,1,0,257,cheap
2021-06-27,google,Crazy discounts,Improvement,2703,13606,9988,48,5,1820,
2021-06-27,google,New items,Development,3220,3588,3085,155,3,5167,
2021-06-27,google,Promos,Parents,2531,2610,14690,151,3,4095,discounts
2021-06-27,google,Wholesale,Interests,2523,3535,3554,81,4,2748,hobby
2021-06-27,google,Wholesale,Wide,192,149,162,2,0,175,cheap
2021-06-28,facebook,Brand,Reach 2,124,3782,4727,3,0,203,recognition
2021-06-28,facebook,Crazy discounts,Improvement,2708,7072,13414,150,0,2996,
2021-06-28,facebook,Electronics,Narrow,7167,12360,15598,198,2,12005,discounts
2021-06-28,facebook,Lookalike,Broad,15261,88540,87292,889,9,15453,you_might_like
2021-06-28,facebook,Lookalike,Broad new,4068,12774,7628,89,2,5995,you_might_like
2021-06-28,facebook,New items,Development,1954,7049,3451,138,0,3387,
2021-06-28,facebook,Promos,Parents,4023,5595,4091,134,1,9110,discounts
2021-06-28,facebook,Wholesale,Interests,2829,4563,5816,41,1,3789,hobby
2021-06-28,facebook,Wholesale,Wide,2169,1917,1837,28,0,2198,cheap
2021-06-28,google,Crazy discounts,Improvement,2612,2291,18396,147,4,2692,
2021-06-28,google,Electronics,Narrow,2468,10832,5089,195,0,3596,discounts
2021-06-28,google,Promos,Parents,5744,18307,16518,20,0,7722,discounts
2021-06-28,google,Wholesale,Interests,3543,1887,6715,10,3,2517,hobby
2021-06-28,google,Wholesale,Starting up,1,4,2,0,0,1,startup
2021-06-28,google,Wholesale,Wide,995,2483,1434,12,1,1535,cheap
2021-06-29,facebook,Crazy discounts,Improvement,1369,19900,6106,82,2,1829,
2021-06-29,facebook,Electronics,Narrow,6878,11929,22562,175,5,7636,discounts
2021-06-29,facebook,Lookalike,Broad,30787,26299,33722,1820,29,44196,you_might_like
2021-06-29,facebook,Lookalike,Broad new,7654,8105,6804,136,5,7594,you_might_like
2021-06-29,facebook,New items,Development,2422,10870,13005,205,1,3913,
2021-06-29,facebook,Promos,Parents,2091,25573,19007,77,1,2930,discounts
2021-06-29,facebook,Wholesale,Interests,2830,4766,5466,48,0,3044,hobby
2021-06-29,facebook,Wholesale,Starting up,0,3,6,0,0,0,
2021-06-29,facebook,Wholesale,Wide,1998,860,2529,18,0,3266,cheap
2021-06-29,google,New items,Development,1291,2928,10995,177,2,1044,
2021-06-29,google,Wholesale,Interests,2016,1889,1933,40,2,2189,hobby
2021-06-29,google,Wholesale,Starting up,0,6,6,0,0,0,startup
2021-06-29,google,Wholesale,Wide,1183,1705,1017,10,1,1223,cheap
2021-06-30,facebook,Crazy discounts,Improvement,2671,4680,5935,77,3,2729,
2021-06-30,facebook,Electronics,Narrow,5452,10885,8011,175,1,8391,discounts
2021-06-30,facebook,Lookalike,Broad,44388,29185,68286,1583,26,69906,you_might_like
2021-06-30,facebook,Promos,Parents,5532,24712,10244,36,2,5968,discounts
2021-06-30,facebook,Wholesale,Interests,7180,5614,4518,73,1,6205,hobby
2021-06-30,facebook,Wholesale,Starting up,0,0,1,0,0,0,
2021-06-30,facebook,Wholesale,Wide,373,843,1473,12,0,424,cheap
2021-06-30,google,Crazy discounts,Improvement,2414,13267,5345,25,4,2307,
2021-06-30,google,Electronics,Narrow,6826,10508,14800,106,1,10006,discounts
2021-06-30,google,New items,Development,4054,14051,10850,154,2,2998,
2021-06-30,google,Wholesale,Starting up,0,1,1,0,0,0,startup
2021-06-30,google,Wholesale,Wide,657,918,716,2,0,950,cheap
2021-07-01,facebook,Crazy discounts,Improvement,1673,15442,14036,226,6,2438,
2021-07-01,facebook,Electronics,Narrow,10464,6533,29569,143,4,13084,discounts
2021-07-01,facebook,Lookalike,Broad,44481,58699,105605,1422,16,69836,you_might_like
2021-07-01,facebook,Lookalike,Broad new,6668,8235,11226,118,3,5429,you_might_like
2021-07-01,facebook,New items,Development,763,14784,6258,225,3,635,
2021-07-01,facebook,Wholesale,Interests,4950,6444,9705,103,3,7255,hobby
2021-07-01,facebook,Wholesale,Starting up,0,4,3,0,0,0,
2021-07-01,facebook,Wholesale,Wide,278,347,209,3,0,374,cheap
2021-07-01,google,Crazy discounts,Improvement,322,9522,17192,28,5,354,
2021-07-01,google,Electronics,Narrow,9675,20821,20623,224,4,10313,discounts
2021-07-01,google,New items,Development,1652,8134,8784,75,1,2281,
2021-07-01,google,New items,Presents,1237,3194,1993,33,0,1504,presents
2021-07-01,google,Promos,Parents,1729,22873,2509,223,2,2090,discounts
2021-07-01,google,Wholesale,Interests,3239,2179,3760,116,3,4305,hobby
2021-07-01,google,Wholesale,Starting up,0,11,7,0,0,0,startup
2021-07-01,google,Wholesale,Wide,99,560,469,2,0,134,cheap
2021-07-02,facebook,Crazy discounts,Improvement,722,24982,20721,48,5,1187,
2021-07-02,facebook,Electronics,Narrow,4239,28917,31845,165,5,3451,discounts
2021-07-02,facebook,Lookalike,Broad,41929,86195,38670,566,23,47859,you_might_like
2021-07-02,facebook,Lookalike,Broad new,3380,11281,4173,96,3,3577,you_might_like
2021-07-02,facebook,New items,Development,3327,7851,3378,87,1,4109,
2021-07-02,facebook,New items,Presents,1011,2062,5199,65,0,1678,presents
2021-07-02,facebook,Promos,Parents,2978,11467,31932,283,2,4234,discounts
2021-07-02,facebook,Wholesale,Interests,3166,19353,11578,111,0,3010,hobby
2021-07-02,facebook,Wholesale,Starting up,2,9,24,0,0,2,
2021-07-02,facebook,Wholesale,Wide,739,267,1376,3,1,884,cheap
2021-07-02,google,Crazy discounts,Improvement,2173,17347,13117,41,8,3449,
2021-07-02,google,Electronics,Narrow,8787,32694,20867,124,4,5854,discounts
2021-07-02,google,New items,Development,2567,6433,2880,63,2,3144,
2021-07-02,google,New items,Presents,1256,3808,1663,60,1,1869,presents
2021-07-02,google,Promos,Parents,2959,28311,28363,184,2,3349,discounts
2021-07-02,google,Wholesale,Starting up,1,10,24,0,0,1,startup
2021-07-02,google,Wholesale,Wide,1241,1034,149,8,0,976,cheap
2021-07-03,facebook,Crazy discounts,Improvement,2834,11110,23200,242,1,3238,
2021-07-03,facebook,Electronics,Narrow,12375,18073,34352,337,2,13613,discounts
2021-07-03,facebook,Lookalike,Broad,15319,178315,133136,1301,26,22069,you_might_like
2021-07-03,facebook,Lookalike,Broad new,3468,11361,3070,87,2,5181,you_might_like
2021-07-03,facebook,New items,Development,1990,6229,9958,171,0,3178,
2021-07-03,facebook,New items,Presents,1341,4662,5451,35,1,1368,presents
2021-07-03,facebook,Promos,Parents,2316,14213,20403,224,3,3406,discounts
2021-07-03,facebook,Wholesale,Interests,10335,18760,9470,159,3,12124,hobby
2021-07-03,facebook,Wholesale,Starting up,5,10,9,0,0,8,
2021-07-03,facebook,Wholesale,Wide,1898,600,1847,16,1,2703,cheap
2021-07-03,google,Crazy discounts,Improvement,1013,7691,6376,147,6,911,
2021-07-03,google,Electronics,Narrow,11407,31924,14236,133,6,16191,discounts
2021-07-03,google,New items,Development,2511,5071,1932,181,2,1892,
2021-07-03,google,New items,Presents,846,2621,1117,80,2,1108,presents
2021-07-03,google,Promos,Parents,4883,6381,22723,137,5,8007,discounts
2021-07-03,google,Wholesale,Interests,11340,20386,16010,76,1,8609,hobby
2021-07-03,google,Wholesale,Starting up,6,31,36,0,0,6,startup
2021-07-03,google,Wholesale,Wide,514,1779,725,34,1,446,cheap
2021-07-04,facebook,Crazy discounts,Improvement,2651,15334,25602,229,4,2472,
2021-07-04,facebook,Lookalike,Broad,12464,45861,47942,1920,35,13318,you_might_like
2021-07-04,facebook,Lookalike,Broad new,1447,3187,5442,38,1,1856,you_might_like
2021-07-04,facebook,New items,Development,3580,6255,12352,208,2,5125,
2021-07-04,facebook,New items,Presents,335,4601,4278,44,1,537,presents
2021-07-04,facebook,Promos,Parents,2801,7131,36754,237,2,3850,discounts
2021-07-04,facebook,Wholesale,Starting up,14,41,26,1,0,11,
2021-07-04,facebook,Wholesale,Wide,4389,2219,2774,52,1,6824,cheap
2021-07-04,google,Electronics,Narrow,9564,28149,34667,118,0,11536,discounts
2021-07-04,google,New items,Development,3663,3107,8575,168,2,4089,
2021-07-04,google,Wholesale,Interests,5807,7453,7687,93,1,4247,hobby
2021-07-04,google,Wholesale,Wide,6278,5786,1072,19,2,7918,cheap
2021-07-05,facebook,Crazy discounts,Improvement,934,16785,8332,213,6,1628,
2021-07-05,facebook,Electronics,Narrow,11555,47259,29786,342,5,18621,discounts
2021-07-05,facebook,Lookalike,Broad,25668,154229,170665,1162,39,20192,you_might_like
2021-07-05,facebook,Lookalike,Broad new,1007,8015,1309,53,1,969,you_might_like
2021-07-05,facebook,New items,Presents,1688,6512,3972,21,1,2519,presents
2021-07-05,facebook,Promos,Parents,5847,17130,32340,243,4,13871,discounts
2021-07-05,facebook,Wholesale,Starting up,11,16,49,0,0,15,
2021-07-05,facebook,Wholesale,Wide,6902,3214,3939,34,0,5966,cheap
2021-07-05,google,Crazy discounts,Improvement,1528,7560,17889,192,6,1195,
2021-07-05,google,New items,Development,1640,10372,5031,105,2,2105,
2021-07-05,google,New items,Presents,1459,1853,1909,84,2,1839,presents
2021-07-05,google,Wholesale,Wide,1877,2584,3195,52,2,2584,cheap
2021-07-06,facebook,Crazy discounts,Improvement,1570,20701,8151,236,6,2605,
2021-07-06,facebook,Lookalike,Broad,24235,81970,62821,1180,8,30342,you_might_like
2021-07-06,facebook,Lookalike,Broad new,2725,3948,7790,85,2,3192,you_might_like
2021-07-06,facebook,New items,Development,2723,7560,4287,74,1,2758,
2021-07-06,facebook,New items,Presents,1086,2175,5219,18,1,881,presents
2021-07-06,facebook,Wholesale,Interests,2370,8150,9163,79,1,1989,hobby
2021-07-06,facebook,Wholesale,Starting up,2,10,20,0,0,2,
2021-07-06,facebook,Wholesale,Wide,8775,6787,6058,32,1,8790,cheap
2021-07-06,google,Crazy discounts,Improvement,940,17734,14807,86,1,726,
2021-07-06,google,Electronics,Narrow,4704,35468,22859,446,8,5984,discounts
2021-07-06,google,New items,Development,925,9842,7639,28,0,1171,
2021-07-06,google,New items,Presents,995,3220,2666,80,0,1499,presents
2021-07-06,google,Wholesale,Interests,2808,7179,3379,36,3,4260,hobby
2021-07-06,google,Wholesale,Wide,2591,6429,1264,35,1,3327,cheap
2021-07-07,facebook,Crazy discounts,Improvement,3123,25493,19781,153,0,2734,
2021-07-07,facebook,Electronics,Narrow,15844,21127,33148,210,10,12499,discounts
2021-07-07,facebook,Lookalike,Broad,29464,103211,153589,1928,41,40700,you_might_like
2021-07-07,facebook,New items,Development,1069,9765,9580,82,4,1675,
2021-07-07,facebook,New items,Presents,361,3972,6968,33,0,543,presents
2021-07-07,facebook,Promos,Parents,3956,15586,6265,34,0,8858,discounts
2021-07-07,facebook,Wholesale,Interests,2410,21299,9601,130,1,2458,hobby
2021-07-07,facebook,Wholesale,Wide,3473,2074,5090,22,1,4086,cheap
2021-07-07,google,Crazy discounts,Improvement,2388,4997,19752,44,2,3280,
2021-07-07,google,Electronics,Narrow,26210,42375,65990,65,8,28693,discounts
2021-07-07,google,New items,Development,1127,7506,9428,41,0,968,
2021-07-07,google,Wholesale,Wide,3354,861,4639,23,0,3458,cheap
2021-07-08,facebook,Brand,Reach 2,482,6192,9572,5,0,475,recognition
2021-07-08,facebook,Crazy discounts,Improvement,2056,17050,6767,75,1,2046,
2021-07-08,facebook,Electronics,Narrow,4790,15941,65385,473,10,4333,discounts
2021-07-08,facebook,Lookalike,Broad,14865,55124,81082,866,1,11896,you_might_like
2021-07-08,facebook,Lookalike,Broad new,1354,2563,3030,64,2,1115,you_might_like
2021-07-08,facebook,New items,Development,1190,4415,6029,148,4,1540,
2021-07-08,facebook,Wholesale,Interests,6718,24596,15491,113,9,6363,hobby
2021-07-08,facebook,Wholesale,Wide,1484,1953,5855,24,1,1506,cheap
2021-07-08,google,Crazy discounts,Improvement,2661,18998,5928,57,5,3785,
2021-07-08,google,Electronics,Narrow,22069,22624,16554,380,7,19276,discounts
2021-07-08,google,New items,Development,3742,5770,4716,75,3,2894,
2021-07-08,google,Promos,Parents,2889,15785,7723,19,3,3798,discounts
2021-07-08,google,Wholesale,Interests,7447,16051,10489,242,7,10379,hobby
2021-07-08,google,Wholesale,Wide,2722,4032,5036,24,0,2246,cheap
2021-07-09,facebook,Brand,Reach 2,486,13684,14628,12,0,760,recognition
2021-07-09,facebook,Crazy discounts,Improvement,3339,14133,3652,121,4,5140,
2021-07-09,facebook,Electronics,Narrow,17469,60544,33746,510,5,18925,discounts
2021-07-09,facebook,Lookalike,Broad,12851,151281,88772,421,26,13106,you_might_like
2021-07-09,facebook,Lookalike,Broad new,5377,8796,12237,139,1,8101,you_might_like
2021-07-09,facebook,New items,Development,2922,12276,10355,61,1,3059,
2021-07-09,facebook,New items,Presents,910,5908,1081,48,1,1276,presents
2021-07-09,facebook,Promos,Parents,2371,10037,20535,56,4,3533,discounts
2021-07-09,facebook,Wholesale,Interests,8498,13492,19621,115,4,9581,hobby
2021-07-09,facebook,Wholesale,Wide,3750,6757,1006,43,1,5666,cheap
2021-07-09,google,Crazy discounts,Improvement,3010,8947,7096,172,5,4241,
2021-07-09,google,Electronics,Narrow,24648,63016,53665,94,8,21338,discounts
2021-07-09,google,New items,Development,2797,10961,1259,59,2,2519,
2021-07-09,google,New items,Presents,357,4754,4473,27,0,409,presents
2021-07-09,google,Promos,Parents,3059,9447,14124,103,3,4414,discounts
2021-07-09,google,Wholesale,Interests,11445,21603,15105,206,5,7491,hobby
2021-07-09,google,Wholesale,Wide,1224,5014,2442,26,1,1072,cheap
2021-07-10,facebook,Crazy discounts,Improvement,1936,10161,18294,149,4,3268,
2021-07-10,facebook,Electronics,Narrow,31183,22984,46903,402,5,43830,discounts
2021-07-10,facebook,Lookalike,Broad new,2413,9017,15323,193,4,1895,you_might_like
2021-07-10,facebook,New items,Development,1316,10026,2852,217,2,2259,
2021-07-10,facebook,New items,Presents,1300,3549,4637,133,1,1536,presents
2021-07-10,facebook,Promos,Parents,2160,15796,7418,46,2,2520,discounts
2021-07-10,facebook,Wholesale,Interests,3930,12814,18130,135,2,5858,hobby
2021-07-10,google,Crazy discounts,Improvement,2224,18336,9672,68,4,3527,
2021-07-10,google,New items,Development,1456,9613,4060,22,2,2247,
2021-07-10,google,New items,Presents,1779,5251,2558,93,2,2771,presents
2021-07-10,google,Promos,Parents,7934,7595,16006,92,2,7932,discounts
2021-07-10,google,Wholesale,Interests,3807,9431,12958,102,3,3508,hobby
2021-07-10,google,Wholesale,Wide,7930,6221,6473,73,5,8247,cheap
2021-07-11,facebook,Crazy discounts,Improvement,3088,16177,18222,77,4,3367,
2021-07-11,facebook,Electronics,Narrow,3180,11137,4853,116,4,4482,discounts
2021-07-11,facebook,Lookalike,Broad,7599,44150,91381,1522,20,7654,you_might_like
2021-07-11,facebook,Lookalike,Broad new,2811,17251,4313,302,1,3248,you_might_like
2021-07-11,facebook,New items,Development,3848,12588,7746,96,2,2958,
2021-07-11,facebook,New items,Presents,1293,2915,4827,116,1,1620,presents
2021-07-11,facebook,Promos,Parents,2171,6453,5084,26,1,4444,discounts
2021-07-11,facebook,Wholesale,Interests,8592,10629,8762,177,6,6907,hobby
2021-07-11,facebook,Wholesale,Wide,2531,14681,17179,113,3,3122,cheap
2021-07-11,google,Crazy discounts,Improvement,2475,2862,11663,47,2,2051,
2021-07-11,google,Electronics,Narrow,9326,22214,24603,210,5,7961,discounts
2021-07-11,google,New items,Development,1742,2302,5110,107,2,2138,
2021-07-11,google,New items,Presents,1179,4710,2428,109,1,1275,presents
2021-07-11,google,Promos,Parents,1356,5387,5140,41,0,1381,discounts
2021-07-11,google,Wholesale,Interests,11280,7534,19498,124,3,10894,hobby
2021-07-12,facebook,Brand,Reach 2,151,2506,1993,0,0,230,recognition
2021-07-12,facebook,Crazy discounts,Improvement,634,5439,15876,71,4,981,
2021-07-12,facebook,Lookalike,Broad,26031,125100,140016,1410,14,43203,you_might_like
2021-07-12,facebook,Lookalike,Broad new,8461,14063,12567,117,3,8328,you_might_like
2021-07-12,facebook,New items,Presents,653,3256,3050,34,0,929,presents
2021-07-12,facebook,Promos,Parents,4640,7716,18486,35,1,8790,discounts
2021-07-12,facebook,Wholesale,Interests,16487,19825,30784,126,6,13683,hobby
2021-07-12,facebook,Wholesale,Wide,6588,5773,2183,75,4,10619,cheap
2021-07-12,google,Crazy discounts,Improvement,2883,7619,6297,78,1,4129,
2021-07-12,google,Electronics,Narrow,6792,81527,31618,709,3,6741,discounts
2021-07-12,google,New items,Development,2875,4697,10757,42,1,2461,
2021-07-12,google,New items,Presents,696,2391,2496,11,0,850,presents
2021-07-12,google,Promos,Parents,6668,21713,9748,62,4,6417,discounts
2021-07-12,google,Wholesale,Wide,6125,2499,9031,93,2,6366,cheap
2021-07-13,facebook,Crazy discounts,Improvement,1751,14449,5714,161,6,2487,
2021-07-13,facebook,Electronics,Narrow,8074,25299,32998,773,1,7570,discounts
2021-07-13,facebook,Lookalike,Broad,33427,77193,107535,722,4,35276,you_might_like
2021-07-13,facebook,New items,Development,3770,8788,9019,80,3,6467,
2021-07-13,facebook,New items,Presents,1436,7360,1283,67,1,2062,presents
2021-07-13,facebook,Promos,Parents,6784,5927,15474,91,1,14026,discounts
2021-07-13,facebook,Wholesale,Interests,10726,16945,10901,106,3,12060,hobby
2021-07-13,facebook,Wholesale,Wide,3823,12838,10998,33,3,3268,cheap
2021-07-13,google,Crazy discounts,Improvement,1928,17543,17065,82,5,1684,
2021-07-13,google,New items,Development,988,4261,1148,33,1,898,
2021-07-13,google,Wholesale,Interests,1431,14102,3116,85,2,1816,hobby
2021-07-13,google,Wholesale,Wide,2098,10523,7422,41,2,1758,cheap
2021-07-14,facebook,Crazy discounts,Improvement,2019,14016,12695,127,2,1662,
2021-07-14,facebook,Electronics,Narrow,16247,64629,62069,964,13,15143,discounts
2021-07-14,facebook,Lookalike,Broad,17293,84177,123812,427,17,19503,you_might_like
2021-07-14,facebook,New items,Development,1268,13806,5925,144,2,1891,
2021-07-14,facebook,New items,Presents,1149,4852,5967,30,1,1997,presents
2021-07-14,facebook,Wholesale,Interests,1513,3339,7314,97,3,2169,hobby
2021-07-14,facebook,Wholesale,Wide,6281,8794,10844,165,7,6899,cheap
2021-07-14,google,New items,Development,555,5529,10311,38,2,613,
2021-07-14,google,Promos,Parents,6770,15096,11503,114,2,10337,discounts
2021-07-14,google,Wholesale,Interests,6773,8182,2747,69,2,9129,hobby
2021-07-14,google,Wholesale,Wide,12158,6874,3033,40,2,19043,cheap
2021-07-15,facebook,Crazy discounts,Improvement,562,5510,13066,222,2,634,
2021-07-15,facebook,Electronics,Narrow,23543,28930,57011,610,11,25490,discounts
2021-07-15,facebook,Lookalike,Broad,19308,30368,64130,1343,17,19574,you_might_like
2021-07-15,facebook,Lookalike,Broad new,2660,7091,11802,177,2,2149,you_might_like
2021-07-15,facebook,New items,Development,4879,3568,5584,152,2,5210,
2021-07-15,facebook,New items,Presents,1021,5370,2375,50,0,1753,presents
2021-07-15,facebook,Promos,Parents,6154,5228,13819,152,0,9656,discounts
2021-07-15,facebook,Wholesale,Interests,10237,9402,20601,117,6,15148,hobby
2021-07-15,facebook,Wholesale,Wide,4723,15693,5719,107,0,5377,cheap
2021-07-15,google,Crazy discounts,Improvement,1959,9384,21321,197,5,2747,
2021-07-15,google,Electronics,Narrow,15128,73380,33888,262,5,22417,discounts
2021-07-15,google,Promos,Parents,6963,17446,15221,61,1,8165,discounts
2021-07-15,google,Wholesale,Interests,10670,5551,13524,68,2,17407,hobby
2021-07-15,google,Wholesale,Wide,4760,10141,13511,36,3,4172,cheap
2021-07-16,facebook,Crazy discounts,Improvement,1924,15074,18907,299,2,2346,
2021-07-16,facebook,Electronics,Narrow,35256,102035,62356,147,5,29146,discounts
2021-07-16,facebook,Lookalike,Broad,11019,77758,119183,1091,8,16024,you_might_like
2021-07-16,facebook,Lookalike,Broad new,5726,4983,5957,241,0,5800,you_might_like
2021-07-16,facebook,New items,Development,3517,6999,14059,96,4,4848,
2021-07-16,facebook,New items,Presents,612,2273,4625,11,1,730,presents
2021-07-16,facebook,Promos,Parents,5446,6248,19021,181,0,8692,discounts
2021-07-16,google,Crazy discounts,Improvement,705,16821,23176,230,1,966,
2021-07-16,google,New items,Development,1811,4099,12034,64,1,2302,
2021-07-16,google,New items,Presents,558,4326,1979,19,0,435,presents
2021-07-16,google,Wholesale,Wide,4743,17865,4243,130,0,6344,cheap
2021-07-17,facebook,Crazy discounts,Improvement,3608,17498,25446,73,1,2740,
2021-07-17,facebook,Electronics,Narrow,7769,41392,51729,345,8,13562,discounts
2021-07-17,facebook,Lookalike,Broad,23370,96750,26238,850,26,22077,you_might_like
2021-07-17,facebook,Lookalike,Broad new,5433,2892,4674,205,3,9389,you_might_like
2021-07-17,facebook,New items,Development,1449,3619,8554,143,3,1846,
2021-07-17,facebook,New items,Presents,307,1391,671,15,0,488,presents
2021-07-17,facebook,Promos,Parents,2027,6737,13264,162,2,3643,discounts
2021-07-17,facebook,Wholesale,Interests,7180,18726,20647,31,3,7897,hobby
2021-07-17,facebook,Wholesale,Wide,3508,25996,7803,49,6,5064,cheap
2021-07-17,google,Crazy discounts,Improvement,1958,9006,4690,294,8,2549,
2021-07-17,google,New items,Development,3567,7649,12943,124,3,4605,
2021-07-17,google,New items,Presents,333,234,387,8,0,391,presents
2021-07-17,google,Promos,Parents,5447,7437,7988,53,2,7322,discounts
2021-07-17,google,Wholesale,Interests,4281,10650,13895,118,1,4106,hobby
2021-07-17,google,Wholesale,Wide,8163,20715,22615,24,3,12275,cheap
2021-07-18,facebook,Crazy discounts,Improvement,1487,24994,10674,193,8,1785,
2021-07-18,facebook,Electronics,Narrow,27320,43755,37725,170,13,31146,discounts
2021-07-18,facebook,Lookalike,Broad,58824,175719,125013,860,38,52313,you_might_like
2021-07-18,facebook,Lookalike,Broad new,4647,18653,5722,141,2,5502,you_might_like
2021-07-18,facebook,New items,Development,6412,14044,13008,252,4,9390,
2021-07-18,facebook,Promos,Parents,3593,7982,13635,59,2,4938,discounts
2021-07-18,facebook,Wholesale,Interests,5407,16147,5316,54,1,4252,hobby
2021-07-18,facebook,Wholesale,Wide,12548,9606,12167,104,2,14396,cheap
2021-07-18,google,Crazy discounts,Improvement,1729,3483,3822,292,7,1181,
2021-07-18,google,Electronics,Narrow,12901,39121,85715,626,13,15365,discounts
2021-07-18,google,New items,Development,3768,15950,7970,71,1,4957,
2021-07-18,google,Promos,Parents,2696,12603,14888,44,3,3223,discounts
2021-07-18,google,Wholesale,Interests,7986,9980,11771,66,1,10269,hobby
2021-07-19,facebook,Crazy discounts,Improvement,1175,13161,8150,166,1,1763,
2021-07-19,facebook,Electronics,Narrow,31532,57646,71608,472,9,44344,discounts
2021-07-19,facebook,Lookalike,Broad,40964,180421,62261,1446,32,41897,you_might_like
2021-07-19,facebook,Lookalike,Broad new,3355,9627,7551,45,2,3348,you_might_like
2021-07-19,facebook,New items,Development,2071,24955,17110,158,4,2949,
2021-07-19,facebook,Promos,Parents,5978,3688,5189,149,1,7826,discounts
2021-07-19,facebook,Wholesale,Interests,6520,3533,16581,70,5,9584,hobby
2021-07-19,facebook,Wholesale,Wide,12948,15443,14108,29,3,15652,cheap
2021-07-19,google,Electronics,Narrow,10621,48662,51604,554,5,14424,discounts
2021-07-19,google,New items,Development,5138,10696,15838,190,7,7440,
2021-07-19,google,Promos,Parents,1978,20662,13979,34,0,1976,discounts
2021-07-19,google,Wholesale,Interests,2604,13210,14223,55,3,4266,hobby
2021-07-19,google,Wholesale,Wide,5019,19936,18399,40,3,4121,cheap
2021-07-20,facebook,Crazy discounts,Improvement,2068,24982,23473,103,4,1697,
2021-07-20,facebook,Electronics,Narrow,6087,119557,73557,798,10,6633,discounts
2021-07-20,facebook,Lookalike,Broad,40393,158331,119882,1057,54,51048,you_might_like
2021-07-20,facebook,Lookalike,Broad new,1116,6113,2622,228,1,1266,you_might_like
2021-07-20,facebook,New items,Development,7116,19429,11169,342,0,8230,
2021-07-20,facebook,Promos,Parents,1611,23946,21723,106,2,1835,discounts
2021-07-20,facebook,Wholesale,Interests,3501,19165,18092,138,2,4587,hobby
2021-07-20,facebook,Wholesale,Wide,10134,11493,15666,46,1,14457,cheap
2021-07-20,google,Crazy discounts,Improvement,1382,10360,12354,254,6,1298,
2021-07-20,google,Electronics,Narrow,19889,77189,19618,653,10,16984,discounts
2021-07-20,google,New items,Development,3159,18611,15314,164,2,3846,
2021-07-20,google,Promos,Parents,3818,9257,4021,50,0,5933,discounts
2021-07-20,google,Wholesale,Wide,7258,15312,5436,30,5,7617,cheap
2021-07-21,facebook,Crazy discounts,Improvement,1366,4032,13851,249,2,1341,
2021-07-21,facebook,Electronics,Narrow,12315,29413,104043,516,12,14456,discounts
2021-07-21,facebook,Lookalike,Broad,45925,151035,200075,2784,32,75271,you_might_like
2021-07-21,facebook,Lookalike,Broad new,5390,14321,3375,149,4,7500,you_might_like
2021-07-21,facebook,Promos,Parents,5917,17283,11193,64,1,13266,discounts
2021-07-21,facebook,Wholesale,Interests,10725,19876,18161,113,2,11318,hobby
2021-07-21,facebook,Wholesale,Wide,2598,8517,6702,26,1,4179,cheap
2021-07-21,google,Crazy discounts,Improvement,1550,10085,14735,53,7,1332,
2021-07-21,google,Electronics,Narrow,3811,15296,64845,655,9,3044,discounts
2021-07-21,google,New items,Development,5924,7678,10048,144,2,4197,
2021-07-21,google,Promos,Parents,5584,13095,5375,30,1,4204,discounts
2021-07-21,google,Wholesale,Interests,8270,10281,16117,18,3,10533,hobby
2021-07-21,google,Wholesale,Wide,1551,16152,16083,34,3,2190,cheap
2021-07-22,facebook,Crazy discounts,Improvement,1196,7535,13228,155,0,1724,
2021-07-22,facebook,Electronics,Narrow,24926,124048,32981,310,2,23358,discounts
2021-07-22,facebook,Lookalike,Broad,34129,123890,128107,1722,50,40274,you_might_like
2021-07-22,facebook,Lookalike,Broad new,3197,10039,15559,199,2,2717,you_might_like
2021-07-22,facebook,New items,Development,1367,9249,15316,272,1,1635,
2021-07-22,facebook,Promos,Parents,4799,3797,5237,120,3,7309,discounts
2021-07-22,facebook,Wholesale,Interests,6675,4569,19972,169,4,9655,hobby
2021-07-22,facebook,Wholesale,Wide,1924,6664,13130,93,3,2142,cheap
2021-07-22,google,Promos,Parents,1977,5705,12837,69,1,1577,discounts
2021-07-22,google,Wholesale,Interests,5577,24848,14821,130,4,4787,hobby
2021-07-22,google,Wholesale,Wide,4999,8158,18158,62,1,6351,cheap
2021-07-23,facebook,Crazy discounts,Improvement,671,25988,8799,294,2,1087,
2021-07-23,facebook,Electronics,Narrow,31246,106354,49308,378,11,44729,discounts
2021-07-23,facebook,Lookalike,Broad,70626,212263,134838,1383,3,76959,you_might_like
2021-07-23,facebook,Lookalike,Broad new,2948,6079,2266,211,4,3441,you_might_like
2021-07-23,facebook,New items,Development,4110,20187,8987,267,4,4076,
2021-07-23,facebook,Promos,Parents,3677,15439,10789,165,2,6996,discounts
